track_loc,race_no,date,dog_id,bsp
657,Launceston,6,26-12-2022,CRIKEY DANGER,3.0831578117763265
658,Launceston,7,26-12-2022,BLACK ROSES,14.0
659,Launceston,8,26-12-2022,BLACKWOOD BUSTER,4.081506393
660,Horsham,3,26-12-2022,KRAKEN STAN,46.0
661,Horsham,3,26-12-2022,SOLAR TOBY,17.0
662,Horsham,7,26-12-2022,MAXIMUM BROOKE,11.430086140735073
671,Nowra,3,26-12-2022,WINLOCK BENJI,1.793775840272338
672,Nowra,7,26-12-2022,NUMB,2.08
673,Sale,3,26-12-2022,DR RACHEAL,181.88343678
674,Sale,9,26-12-2022,EXTREME JEWEL,1.64
675,Sale,10,26-12-2022,LAKEVIEW ROSIE,25.0
676,Addington,3,26-12-2022,GOLDSTAR HOPE,21.0
677,Warrnambool,2,26-12-2022,SAINT MAX,17.5
678,Warrnambool,10,26-12-2022,STORM RAPTOR,98.37211128757332
679,Warrnambool,10,26-12-2022,MAXIMUM GRACIE,2.56
680,Ballarat,3,26-12-2022,ABDOMINIS,1.86
681,Ballarat,3,26-12-2022,OUR RUBY,8.93698210945924
682,Ballarat,3,26-12-2022,JUST SHOUT,8.282062189704739
683,Murray,3,26-12-2022,RAGE QUIT,3.6
684,Murray,3,26-12-2022,JUST BUFFY,36.0
685,Horsham,1,26-12-2022,IMPRESS ROCKS,2.427644494
686,Horsham,2,26-12-2022,MAXIMUM AVA,3.3
687,Horsham,2,26-12-2022,WOODROFFE,180.0
688,Horsham,4,26-12-2022,FOUND A SPOT,35.70231367338449
689,Horsham,5,26-12-2022,CLASSY SHIFTER,11.5
690,Maitland,1,26-12-2022,CHACE THE OUTLAW,6.340992858
691,Maitland,1,26-12-2022,RUM NIGHT,13.5
692,Maitland,2,26-12-2022,SHADOW DOLL,88.34466239340604
693,Maitland,3,26-12-2022,PHASE FOUR,17.874874663
694,Maitland,6,26-12-2022,JONAH LOVE,3.296804557874129
695,Maitland,7,26-12-2022,CASUAL GLANCE,4.3
696,Gunnedah,1,26-12-2022,ARROGANT OSCAR,267.65993093784897
697,Gunnedah,4,26-12-2022,MORALES CASEY,6.647458195436179
698,Gunnedah,5,26-12-2022,IRINKA ISLA,11.390568513271882
699,Gunnedah,5,26-12-2022,KING ELF,126.013010491
700,Gunnedah,7,26-12-2022,AEROPLANE LUCY,16.0
701,Gunnedah,10,26-12-2022,ARROGANT BENJI,180.0
702,Gunnedah,10,26-12-2022,MAXS MAGIC,4.492308578136726
703,Gunnedah,10,26-12-2022,FIVE MILE ROSE,6.821879933
704,Gunnedah,10,26-12-2022,OKAY BOOMER,23.0
705,Gunnedah,11,26-12-2022,GO FORWARD RAY,15.0
706,Gunnedah,11,26-12-2022,KENZIS BLAZE,170.0
707,Angle,2,26-12-2022,NIMUE,19.84865998454289
708,Angle,3,26-12-2022,FLAMING GALAH,5.6
709,Angle,3,26-12-2022,CIRCUS CRAZE,7.8
710,Angle,5,26-12-2022,PANORAMA,1.5490773758986418
711,Angle,6,26-12-2022,VICTA ALBY,1.7490741768557334
712,Angle,7,26-12-2022,BUTTERFLY ANGEL,6.8
713,Angle,7,26-12-2022,WEBLEC FLAME,5.3963548992059085
714,Angle,10,26-12-2022,OOGWAY,57.89779201355937
715,Nowra,2,26-12-2022,BELIEVABLE,5.234140528475655
732,Ballarat,1,26-12-2022,CRYMELON VIXEN,11.01619231564924
733,Ballarat,1,26-12-2022,QUEEN BUTTERFLY,19.375945818806063
734,Ballarat,6,26-12-2022,DR XANDER,2.841632921
738,Ballarat,9,26-12-2022,LIGHTNING NAMRON,4.3841103786526965
739,Ballarat,11,26-12-2022,KNIGHTS CROSS,6.0024153083622505
740,Ballarat,12,26-12-2022,WHY NOT GIGI,12.0
742,Sale,12,26-12-2022,NICOLSON BALE,1.673769940732054
743,Geelong,2,26-12-2022,FLY BIRDIE,12.5
744,Geelong,2,26-12-2022,KEECH,30.46013142940272
745,Geelong,3,26-12-2022,LACEY STAR,11.0
747,Geelong,4,26-12-2022,SMOOTH CRUISER,17.5
748,Angle,11,26-12-2022,CHRISTIES BRO,42.28023150183785
749,Angle,11,26-12-2022,GONDOLA,1.4064695078032945
750,Warrnambool,6,26-12-2022,CRACKERJACK PA,16.101378960325384
751,Warrnambool,9,26-12-2022,MOONLIGHT BLONDE,85.0
758,Murray,4,26-12-2022,PEPPERJACK,1.42
759,Murray,4,26-12-2022,IMPERIAL MASTER,284.148566844
763,Sale,6,26-12-2022,BARNSY,32.631698905
764,Sale,6,26-12-2022,GOT THE TORQUE,17.404643567
765,Ipswich,1,26-12-2022,KING BROCKIE,8.341542974800102
766,Ipswich,2,26-12-2022,SPIRIT OF BART,11.05570161573123
767,Ipswich,3,26-12-2022,VELOCITY CARLY,2.8643092422060725
768,Ipswich,3,26-12-2022,LOVE YOU WAYNE,150.0
769,Ipswich,5,26-12-2022,BONNIE RICO,2.860671545362128
770,Ipswich,6,26-12-2022,BAGUETTE,8.2
771,Ipswich,7,26-12-2022,MULGOWIE BELLE,4.6
772,Ipswich,7,26-12-2022,ROSDUE TYSON,3.773243102537527
773,Ipswich,8,26-12-2022,SEEK AND STRIKE,3.3138649144292858
774,Ipswich,8,26-12-2022,REBEL PRINCE,12.5
775,Ipswich,8,26-12-2022,DIXIE ZAMBORA,5.262678895394202
776,Ipswich,9,26-12-2022,CAWBOURNE BONNIE,360.0
777,Ipswich,12,26-12-2022,ROSDUE SWAGMAN,18.0
778,Albion,2,26-12-2022,ROYAL TAYLA,36.0
779,Albion,3,26-12-2022,MAGIC MISS,126.3183009176876
780,Albion,4,26-12-2022,SPRINGTIME ROSE,38.58950939540858
781,Albion,5,26-12-2022,POTATO PEELER,7.517098899504054
782,Albion,6,26-12-2022,MIDNIGHT OIL,7.4
783,Albion,6,26-12-2022,POLLYS PAWS,24.0
784,Albion,8,26-12-2022,PEREIRA,7.525743438357894
797,Nowra,4,26-12-2022,SAPPHIRE ETHICS,10.5
798,Nowra,4,26-12-2022,KINKADE,185.61238782945492
799,Nowra,8,26-12-2022,VALENCIA BALE,2.636242374
800,Nowra,8,26-12-2022,HEAVENS WHISPER,6.286924699
801,Sale,11,26-12-2022,SWEET KATHLENE,54.779153017
803,Shepparton,12,26-12-2022,FACTORY FLYER,4.854828627418029
804,Ballarat,10,26-12-2022, KANDINSKY,55.0
805,Ballarat,10,26-12-2022,SEANCE,8.47922434648965
806,Ballarat,10,26-12-2022,CHASING HONEY,61.08305767357582
807,Sale,1,26-12-2022,DR LINDA MAY,22.513616781719605
808,Sale,1,26-12-2022,SLINGSHOT HOGAN,3.85
809,Sale,4,26-12-2022,SHINNING HOOK,13.0
810,Sale,5,26-12-2022,SLINGSHOT WOODY,32.0
811,Sale,5,26-12-2022,MONKEYS STYLE,48.43592516763135
812,Geelong,1,26-12-2022,RIVER MATT,11.0
813,Geelong,1,26-12-2022,NANNAS BLUE BOY,13.048300633527928
814,Warrnambool,5,26-12-2022,ZAMBORA FLAME,6.2
815,Warrnambool,12,26-12-2022,NYSSAS GIRL,270.0
819,Maitland,10,26-12-2022,STARLIGHT TRENT,9.8
824,Nowra,5,26-12-2022,OPTIMUS JOY,5.824398532
825,Angle,4,26-12-2022,VICTA MAKAYLA,48.403277409
826,Launceston,1,26-12-2022,LEGAL DANGER,13.0
827,Launceston,2,26-12-2022,BLITZ DANGER,1.9730948183494363
828,Launceston,2,26-12-2022,DIPPY DANGER,90.0
829,Launceston,3,26-12-2022,HICCUP AMISHA,5.0
830,Launceston,5,26-12-2022,LILY ST REGIS,17.799828984336926
831,Launceston,6,26-12-2022,THUMPING,3.9564753472129808
832,Launceston,7,26-12-2022,VINTAGE FAME,4.7
833,Launceston,8,26-12-2022,SPECIAL BOND,49.384605519
834,Launceston,8,26-12-2022,PLAYBOY DANGER,18.64483596244245
835,Launceston,10,26-12-2022,ORMONDE,7.938937339871193
836,Launceston,10,26-12-2022,MRS FENCER,37.43964357770979
837,Horsham,6,26-12-2022,KIPPY BALE,2.5355242551982515
838,Horsham,6,26-12-2022,HERES BRUCE,21.0
839,Horsham,7,26-12-2022,MY NAMES STACEY,2.86
840,Horsham,7,26-12-2022,ORSON MICK,7.2
849,Launceston,4,26-12-2022,DEWANA DREAM,4.7
850,Ballarat,8,26-12-2022,COCO LILLY,20.805905544
851,Nowra,3,26-12-2022,DANSEUSE,95.0
852,Nowra,7,26-12-2022,SLINGSHOT LUCY,90.52
853,Sale,8,26-12-2022,UNTAPPED,15.992850647
854,Sale,8,26-12-2022,LADY LILY HOOK,26.0
855,Sale,10,26-12-2022,ACTION GIRL,1.397054017592727
856,Addington,3,26-12-2022,CHANCE TO SHINE,5.6
857,Addington,3,26-12-2022,KNOW EGO,31.805025503630752
858,Warrnambool,2,26-12-2022,BANJO JACK,1.63038494427503
859,Warrnambool,10,26-12-2022,MRS WATSON,24.119923031
860,Ballarat,3,26-12-2022,GERO LADS,6.6
861,Murray,3,26-12-2022,CURLS VICTORY,2.02
862,Nowra,10,26-12-2022,OCEAN KING,64.5088068982947
863,Nowra,10,26-12-2022,WINLOCK LAD,28.481334838
864,Angle,12,26-12-2022,REDEVELOP,11.0
865,Angle,12,26-12-2022,BEAUTIFUL BOUNTY,93.781685845
866,Horsham,1,26-12-2022,IN GOOD FAITH,3.65
867,Horsham,2,26-12-2022,AMIGO RAPIDO,12.565625178
868,Horsham,4,26-12-2022,DARLEY DYNAMO,90.0
869,Maitland,1,26-12-2022,BLACK JAG,32.0
870,Maitland,7,26-12-2022,SUNRISE JENNY,16.232806594
871,Gunnedah,2,26-12-2022,BRINDLE BOUNTY,2.59877786873796
872,Gunnedah,2,26-12-2022,SARAS TIGER,30.613129369493947
873,Gunnedah,1,26-12-2022,CHIP ROCK,6.877374471791555
874,Gunnedah,9,26-12-2022,LITTLE WILMA,82.13153523411603
875,Gunnedah,10,26-12-2022,STAND FOR ME,19.5
876,Gunnedah,10,26-12-2022,EARN THE SAGA,65.0
877,Gunnedah,11,26-12-2022,GAGAN SINGLETS,23.298337872
878,Gunnedah,11,26-12-2022,SASSY SAL,143.4960144058615
879,Angle,1,26-12-2022,RAGIN SKYWALKER,2.4561011475018315
880,Angle,3,26-12-2022,VICTA INDI,30.409899321
881,Angle,3,26-12-2022,LONG GULLY SHACK,5.434315102
882,Angle,5,26-12-2022,CHARLIE BROTHER,9.767590763539191
883,Angle,5,26-12-2022,NOCKATUNGA,65.0
884,Angle,7,26-12-2022,CRUSH YOUR ENEMY,19.86897244682855
885,Angle,9,26-12-2022,DASHING JINX,13.346785848
886,Angle,10,26-12-2022,MUDDLE PUDDLE,21.57804836165859
887,Nowra,2,26-12-2022,BLINKS PRINCESS,55.0
902,Shepparton,8,26-12-2022,SMOKIN CHARLIE,11.998747569281845
903,Shepparton,8,26-12-2022,EXALTED,9.504047542558984
904,Shepparton,8,26-12-2022,NANGAR TROY,65.0
905,Nowra,1,26-12-2022,VINNYS CHARM,11.886496486673964
906,Nowra,1,26-12-2022,ZIPPING RANDY,191.23992336235935
912,Ballarat,9,26-12-2022,MILSKI,4.2
913,Ballarat,11,26-12-2022,IM INDIGO,8.4
914,Ballarat,12,26-12-2022,OUR BOY ZIGGY,2.7309382626716623
915,Sale,12,26-12-2022,KAHEEM BALE,7.585331918
916,Sale,12,26-12-2022,CRUISING THROUGH,11.5
917,Geelong,2,26-12-2022, CLARA STELLA,15.0
918,Geelong,3,26-12-2022,COSMIC BRUCE,17.0
922,Warrnambool,9,26-12-2022,JUST ADMIT IT,60.0
936,Addington,1,26-12-2022,DROUGHT,9.490854597
937,Addington,2,26-12-2022,HOMEBUSH RIVER,78.29678682374768
938,Addington,2,26-12-2022,HOMEBUSH ALTENA,27.425242296
939,Sale,6,26-12-2022,LAKEVIEW JORDY,44.0
940,Warrnambool,8,26-12-2022,PANDORICA,55.0
941,Ipswich,1,26-12-2022,GOOD CHAT MORT,60.0
942,Ipswich,1,26-12-2022,LITTLE MISS JUDY,16.0
943,Ipswich,1,26-12-2022,SHIAN OLLIE,2.104649556484837
944,Ipswich,2,26-12-2022,LENNY ROCKS OUT,2.9722075101786327
945,Ipswich,2,26-12-2022, BURN THE TURF,24.357743978
946,Ipswich,4,26-12-2022,HEAVEN SCENT,11.551867594254482
947,Ipswich,6,26-12-2022,HERES YOURS,2.3
948,Ipswich,9,26-12-2022,BAILEY,2.75108819257599
949,Ipswich,9,26-12-2022,TONYS RESCUE,27.0
950,Ipswich,10,26-12-2022,LOUIE LUXE,10.777662391837222
951,Ipswich,10,26-12-2022,MASTER MARS,23.490563962662726
952,Ipswich,11,26-12-2022,WORTHY EXPLOSION,231.2425137831901
953,Ipswich,12,26-12-2022,TUTA DELTA,3.65
954,Albion,5,26-12-2022,DASHING DIPPER,2.6981713677223413
955,Albion,8,26-12-2022,COAST GUARD,24.0
956,Albion,8,26-12-2022,ZIPPING VICTORIA,45.05351765284524
957,Albion,8,26-12-2022,IVY PEARL,12.635700808
958,Albion,9,26-12-2022,WAIKARIE BRONSON,30.0
971,Shepparton,11,26-12-2022,MYSTIFY PRINCESS,46.38959035561421
972,Shepparton,12,26-12-2022,ZIPPING NEWMAN,11.0
973,Ballarat,7,26-12-2022,ROTHWELL WHINNY,5.578136937218661
974,Sale,1,26-12-2022,NAVARINO,2.089304365
975,Sale,1,26-12-2022,CINDERELLA STORY,98.1601621656865
976,Sale,1,26-12-2022,MADALIA TIPPER,62.57357863321434
977,Sale,5,26-12-2022,AKINA JACK,4.3
978,Geelong,1,26-12-2022,ASTON CIGAR,4.0
979,Warrnambool,5,26-12-2022,HADOUKEN,3.3568656885060824
980,Warrnambool,5,26-12-2022,CONFER,14.0
981,Warrnambool,5,26-12-2022,IBROX GORAM,8.0
995,Launceston,1,26-12-2022,FLYING MULLET,6.0
996,Launceston,1,26-12-2022,MISS PICCOLO,3.43440045768817
997,Launceston,2,26-12-2022,MICROSCOPIC,15.45150479827804
998,Launceston,2,26-12-2022,NITRO DISCO,19.02867057465017
999,Launceston,2,26-12-2022,MIKE DROP,19.82562416432367
1000,Launceston,5,26-12-2022,FLEXING,5.090386667547863
1001,Launceston,5,26-12-2022,TAH ZAC,31.10809005778284
1002,Launceston,7,26-12-2022,FRAYAHS GINGER,6.851056526227622
1003,Launceston,8,26-12-2022,BUCKLE UP AVERY,2.223825105563046
1004,Launceston,9,26-12-2022,BUCKLE UP ZABIBA,123.086621496
1005,Launceston,10,26-12-2022,VAN BRAE,19.53144701756028
1006,Launceston,10,26-12-2022,BLACKWOOD JOHNNY,2.34
1007,Horsham,3,26-12-2022,RAPIDFIRE FOREST,2.7756865625363565
1013,Ballarat,8,26-12-2022,BATTLE AXLE,13.5
1014,Ballarat,8,26-12-2022,REALITY MASK,6.4
1015,Ballarat,2,26-12-2022,ASTON EDDIE,110.0
1016,Ballarat,2,26-12-2022, SHANKHILL SHANDI,50.0
1017,Nowra,3,26-12-2022,AMEENAS MERAKI,24.0
1018,Nowra,3,26-12-2022,RED FIRE BAY,100.0
1019,Nowra,3,26-12-2022,ARIAS DREAM,5.007321317719327
1020,Nowra,7,26-12-2022,SAINT SOFIA,23.89
1021,Sale,2,26-12-2022,HONEY ROSE,24.0
1022,Sale,3,26-12-2022,EL CRIMP ADORE,13.413306124400702
1023,Sale,10,26-12-2022,MIRABELLA BALE,9.2
1024,Sale,10,26-12-2022,LAVISH DIAMOND,55.0
1025,Addington,3,26-12-2022,LETS PARTY,2.06
1026,Addington,3,26-12-2022,TEA TIME TIGER,14.42499367448967
1027,Ballarat,4,26-12-2022,FLYING FARRUGIA,3.7
1028,Ballarat,3,26-12-2022,BUZZ OUT,438.4585290081427
1029,Ballarat,3,26-12-2022,OPERATIC BLUE,186.25985312517733
1030,Murray,1,26-12-2022,MAGIC ZIMBA,16.08704286
1031,Horsham,1,26-12-2022,NOT HERE TEARS,35.47070812238846
1032,Horsham,5,26-12-2022,NEGASI BALE,27.7219813042134
1033,Maitland,1,26-12-2022,DUSTY DYLAN,59.8432160752304
1034,Maitland,2,26-12-2022,SAFETY SAM,7.727392415159375
1035,Maitland,6,26-12-2022,ROCKY REEF,2.110737278
1036,Maitland,6,26-12-2022,MIGHTY MINERS,6.0
1037,Gunnedah,2,26-12-2022,BROCKTON BOMBER,90.0
1038,Gunnedah,1,26-12-2022,DONT BLUSH BABY,12.5
1039,Gunnedah,3,26-12-2022,BOGIE BANDIT,28.0
1040,Gunnedah,4,26-12-2022,EARN THE LOOT,55.60325376711788
1041,Gunnedah,5,26-12-2022,BOW SIX,10.0
1042,Gunnedah,9,26-12-2022,JANET KEEPING,7.4
1043,Angle,1,26-12-2022,UNCLE BERTIE,15.069603871
1044,Angle,1,26-12-2022,LONG GULLY BROWN,3.964605756476176
1045,Angle,2,26-12-2022,LONG GULLY GIN,3.35878290732915
1046,Angle,2,26-12-2022,AUNTIE CLARE,70.0
1047,Angle,5,26-12-2022,ASTON STELLA,6.6
1048,Angle,6,26-12-2022,BASIL BRUSH ROSE,4.988719942564057
1049,Angle,6,26-12-2022,MONTANA LACE,122.71612997555523
1050,Angle,7,26-12-2022,CHERRIES ON FIRE,44.08436961112513
1051,Angle,8,26-12-2022,SERVING SOLDIER,50.0
1052,Nowra,2,26-12-2022,TURN BACK TIME,4.7
1053,Nowra,9,26-12-2022,OPTIMUS ELI,70.69705376252936
1069,Shepparton,8,26-12-2022,BASMATI,22.0
1070,Shepparton,10,26-12-2022, JAGGERS LADY,200.0
1071,Ballarat,1,26-12-2022,CRYMELON ULTRA,6.4
1072,Ballarat,6,26-12-2022,RAMADI BALE,52.59822610967561
1074,Ballarat,11,26-12-2022,MY NAMES KAREN,4.322250872842925
1075,Ballarat,12,26-12-2022,AFRO PUFF,16.959835922678664
1077,Geelong,2,26-12-2022,ASTON AUTUMN,4.4
1078,Geelong,2,26-12-2022,VIDRIS BALE,2.7
1079,Geelong,2,26-12-2022,AUSSIE BRONZE,5.6
1080,Geelong,3,26-12-2022,SLINGSHOT JASPER,3.0973457287914066
1081,Geelong,3,26-12-2022, ASTON MCENROE,5.223325140182423
1083,Geelong,4,26-12-2022,PANDORAS RAPTOR,4.151997371855105
1084,Angle,11,26-12-2022,MIERS,12.5
1085,Warrnambool,6,26-12-2022,IMPRESS SCARLETT,57.11995985550542
1086,Warrnambool,9,26-12-2022,REBELS SPARK,66.35999447513372
1087,Warrnambool,9,26-12-2022,INGA LUNA,3.1216404998410514
1100,Addington,1,26-12-2022,FLASHBACK FRED,155.87613692782816
1101,Addington,1,26-12-2022,POORANS KOHLI,15.0
1102,Sale,7,26-12-2022,FLETCHIE BOY,18.23992641620753
1103,Warrnambool,4,26-12-2022,FEND THEM OFF,6.064764203520317
1104,Warrnambool,4,26-12-2022,MENARI TOM,16.5
1105,Warrnambool,8,26-12-2022,MR DEEDS,14.482302609393368
1106,Warrnambool,1,26-12-2022,TIGGERS RUN,2.8763661142848287
1107,Warrnambool,7,26-12-2022,NO HOLDS BARRED,4.7354757354620975
1108,Warrnambool,7,26-12-2022,DROP A LINE,330.0
1109,Ipswich,3,26-12-2022,NOTICED,88.48062858576421
1110,Ipswich,4,26-12-2022,BLOWIN A TUNE,9.6
1111,Ipswich,4,26-12-2022,LUCKY CLOVER,37.5510090923123
1112,Ipswich,5,26-12-2022,ALL VOGUE,45.80462967114998
1113,Ipswich,6,26-12-2022,SWEET BABE,6.284643488455252
1114,Ipswich,8,26-12-2022,GINGER GINGER,27.0
1115,Ipswich,10,26-12-2022,DAYSEAS SAM,3.0
1116,Ipswich,11,26-12-2022,DAYSEAS RIKKI,29.0
1117,Ipswich,12,26-12-2022,MEG BEE,8.2
1118,Albion,2,26-12-2022,SLICK TOWN,2.678681753285228
1119,Albion,2,26-12-2022,BUSTED AXEL,13.60052349213511
1120,Albion,3,26-12-2022,HOSTILE ASSASSIN,2.589267524415627
1121,Albion,5,26-12-2022,HANDSOME ALERT,22.0
1122,Albion,7,26-12-2022,SKILL SET,3.264644428314714
1123,Albion,7,26-12-2022,FIRST SLIP,4.9846016058698295
1124,Albion,8,26-12-2022,GRACES SECRET,121.99345006618653
1135,Shepparton,9,26-12-2022,SPRING SCOUT,4.6
1136,Shepparton,9,26-12-2022,BONNIES BEAST,42.17926292233168
1145,Nowra,4,26-12-2022,RUBY YAP,34.35492035238654
1146,Nowra,4,26-12-2022,REVOLVER TWIST,20.34766335185848
1147,Nowra,4,26-12-2022,BOGAN GATE,2.34
1148,Nowra,8,26-12-2022,MISSY BANNER,6.981370497776663
1149,Gunnedah,12,26-12-2022,SEABROOK BAKER,385.2651713812165
1150,Sale,11,26-12-2022,STUPIFY,4.2
1151,Sale,11,26-12-2022,ASTON MARVEL,6.4
1152,Shepparton,11,26-12-2022,JETS TO BURN,10.501552851460872
1153,Shepparton,12,26-12-2022,GOT A GROUP,2.811872098
1154,Shepparton,12,26-12-2022, REDLEG BULL ANT,89.78884899182246
1155,Shepparton,12,26-12-2022,MARKET LEGEND,12.0
1156,Ballarat,7,26-12-2022,JUPITER TOWN,32.0
1157,Ballarat,7,26-12-2022,MAJOR BANDIT,100.0
1158,Ballarat,10,26-12-2022,PABLOS STAR,257.940149932336
1159,Ballarat,10,26-12-2022,KEMPTON BALE,28.045576064
1160,Sale,4,26-12-2022,DOLLY DAGGER,118.54549985236488
1161,Sale,4,26-12-2022,ZARA MARNIE,1.36
1162,Sale,5,26-12-2022,MI AMIGO TEQUILA,3.1
1163,Geelong,1,26-12-2022,BLUE BALE,9.4
1164,Warrnambool,3,26-12-2022,DR RONALD,3.360112532443819
1165,Warrnambool,3,26-12-2022,FILORGA BALE,364.9742170112581
1166,Warrnambool,5,26-12-2022,PRETTY FLY,12.0
1167,Warrnambool,12,26-12-2022,JOFFAS LIBERTY,14.973331911315618
1168,Warrnambool,12,26-12-2022,BIG BREW,3.968001969685865
1169,Warrnambool,12,26-12-2022,PENSHURST LASS,230.0
1170,Warrnambool,11,26-12-2022,MISS IMMY LEE,5.2559519546017714
1171,Warrnambool,11,26-12-2022,ADMONISH,2.04
1177,Maitland,9,26-12-2022,ZIPPER MAGIC,28.086075707
1178,Maitland,10,26-12-2022,YEAH DUGGI,17.41489863982482
1188,Nowra,5,26-12-2022,COBAR ROOSTER,33.334889460298015
1189,Launceston,1,26-12-2022,STARLIGHT BLUE,8.2
1190,Launceston,2,26-12-2022,MY MATE BLUEY,5.4
1191,Launceston,2,26-12-2022,NITRO BEAU,7.67611344
1192,Launceston,3,26-12-2022,BUCKLE UP ADALYN,51.747349859221714
1193,Launceston,3,26-12-2022,BUCKLE UP DAVID,3.873813570163038
1194,Launceston,6,26-12-2022,ZIPPING MARIAH,22.11317135043268
1195,Launceston,6,26-12-2022,BUCKLE UP ELI,12.5
1196,Launceston,7,26-12-2022,BUCKLE UP KENZIE,5.893645400454988
1197,Launceston,7,26-12-2022,DEWANA MILO,11.0
1198,Launceston,8,26-12-2022,KAKARIKI,68.55193328176685
1199,Launceston,8,26-12-2022,LOCH AND LOADED,5.374294208401116
1200,Launceston,9,26-12-2022,BLACKBRUSH SCOTT,7.056308616811131
1201,Launceston,9,26-12-2022, FLORIA BRIDGE,70.31347848484643
1202,Launceston,9,26-12-2022,LANNING,4.878233549133767
1203,Horsham,6,26-12-2022,MY BOY CHARLOTT,38.76448243452237
1211,Launceston,4,26-12-2022,OUR CHARLIE BOY,121.66004613022322
1212,Nowra,3,26-12-2022,RECTIFIED,27.0
1213,Nowra,7,26-12-2022,CUMBRIA DAVE,8.09
1214,Sale,2,26-12-2022,OUR HULK SPOLLY,112.57952178586449
1215,Sale,2,26-12-2022,JENNA,7.6
1216,Sale,3,26-12-2022,CAPITALISE,2.6290726086674487
1217,Sale,3,26-12-2022,DUSTY OLD ROAD,76.4098879403621
1218,Sale,8,26-12-2022,JARICK BALE,7.987300376
1219,Sale,8,26-12-2022,GREAT GUY,12.0
1220,Sale,8,26-12-2022,YACHI BALE,6.6
1221,Sale,9,26-12-2022,LAKEVIEW PATSY,2.550835264
1222,Warrnambool,10,26-12-2022,SPEEDY MUFFIN,14.337142002469886
1223,Warrnambool,10,26-12-2022,NIMBLE SAMMI,4.3
1224,Murray,1,26-12-2022, PRINCESS STORM,1.6214715031791278
1225,Murray,1,26-12-2022,ELEKTRA STORM,4.0
1226,Murray,1,26-12-2022,EMILY ECLIPSE,51.46977693783119
1227,Nowra,10,26-12-2022,DAMAGE,4.998856631422605
1228,Nowra,10,26-12-2022,MR NATURAL,2.5
1229,Nowra,10,26-12-2022,YEVA BALE,34.0
1230,Angle,12,26-12-2022,HUKANUI LADY,1.454580105
1231,Angle,12,26-12-2022,ENTICE,39.54981079222867
1232,Horsham,4,26-12-2022,KING POP,10.0
1233,Horsham,4,26-12-2022,MAN OF POWER,15.032380842
1234,Horsham,5,26-12-2022,MARSHALLS MATE,17.0
1235,Maitland,2,26-12-2022,HES A PAYMASTER,2.148034911372941
1236,Maitland,2,26-12-2022,MASIE JANE,22.0
1237,Maitland,3,26-12-2022,GO JACK,230.0
1238,Maitland,4,26-12-2022,TONY PEPPERONI,42.0
1239,Maitland,6,26-12-2022,MAXIMUM STELLA,82.37191688249293
1240,Gunnedah,2,26-12-2022,LITTLE FRED,329.8419114323939
1241,Gunnedah,1,26-12-2022,LENNY BOY,19.5
1242,Gunnedah,1,26-12-2022,DOUBLE TWENTY,428.344310519
1243,Gunnedah,3,26-12-2022,RUPURT KEEN,4.413330518835574
1244,Gunnedah,4,26-12-2022,COLD JUSTICE,4.2
1245,Gunnedah,4,26-12-2022,WINLOCK TOO MUCH,16.5
1246,Gunnedah,5,26-12-2022,TWO SUNS,12.0
1247,Gunnedah,6,26-12-2022,TRACTION,18.5
1248,Gunnedah,7,26-12-2022,TURBO POWER,4.522044020265019
1249,Gunnedah,7,26-12-2022,DEMONICAS BEACH,39.38066002621683
1250,Gunnedah,8,26-12-2022,FLYING HUSBAND,9.0
1251,Gunnedah,10,26-12-2022,KEY VAN,2.461779076496068
1252,Angle,1,26-12-2022,BANANA GIRL,7.0
1253,Angle,6,26-12-2022,COORONG CAM,6.0909331566582825
1254,Angle,6,26-12-2022,SAYUA,63.57039895631374
1255,Angle,8,26-12-2022,LEGENDARY VALUE,7.2960512952329
1256,Angle,8,26-12-2022,MAGIC POPPET,1.7896215501043111
1257,Angle,9,26-12-2022,UNDER SIEGE,1.6985361058600104
1258,Angle,10,26-12-2022,DASH OF BLUE,4.9
1259,Nowra,2,26-12-2022,SHES THE RITZ,2.566106954327661
1260,Nowra,9,26-12-2022,HARPERS DREAM,18.663641425229432
1274,Ballarat,1,26-12-2022,WILD AUSSIE,2.158756951191317
1275,Ballarat,1,26-12-2022,MAGGIE PEARL,4.6077564473412345
1276,Ballarat,6,26-12-2022,ITCHY KAALA,30.0
1277,Ballarat,6,26-12-2022,ISLAND CHIEF,34.271772660127965
1278,Nowra,1,26-12-2022,MR SEVERIDE,3.4919414861925184
1281,Ballarat,11,26-12-2022,HONEST THIEF,34.0
1282,Ballarat,12,26-12-2022,LALA QUE,2.8747492158340178
1283,Ballarat,12,26-12-2022,LOCH,18.158831126292288
1284,Geelong,3,26-12-2022,ALL FOR ME,5.711973306593721
1286,Geelong,4,26-12-2022,KATHS GIRL,70.070991496
1287,Albion,1,26-12-2022,MORETON MAGIC,5.47281713
1288,Albion,1,26-12-2022,JOEY THE POKE,21.0
1289,Nowra,6,26-12-2022,FREEWAY SPLIT,7.279449399554287
1290,Warrnambool,6,26-12-2022,ASTON JASPER,10.42895752980607
1301,Murray,4,26-12-2022,LIMBURG BLAZE,25.0
1309,Sale,6,26-12-2022,RIDE THE THUNDER,2.294272822
1310,Sale,7,26-12-2022,RIVER ROUGH,1.5160854886306787
1311,Sale,7,26-12-2022,LIKE AN ARROW,7.01589391
